CustomerID,Churn Probability
2848-YXSMW,0.003040725158659421
4549-ZDQYY,0.018949546092395124
5712-AHQNN,0.4180342569340273
5256-SKJGO,0.0464907561923822
3071-VBYPO,0.26651806834210046
9560-BBZXK,0.03485625227130854
8402-OOOHJ,0.01131890083662963
9445-ZUEQE,0.14263626456043563
1091-SOZGA,0.27154366366524113
2928-HLDBA,0.17895842751466243
6497-TILVL,0.0903272955021627
7219-TLZHO,0.0682464656149782
4622-YNKIJ,0.10936105680661085
6734-PSBAW,0.007317743352093726
3930-ZGWVE,0.207989640021374
2639-UGMAZ,0.060190930181939856
8587-XYZSF,0.007334796487139565
7799-LGRDP,0.01883391136998489
7850-VWJUU,0.3591958435920717
3774-VBNXY,0.005192505474409933
6217-KDYWC,0.007849966135462115
3146-MSEGF,0.021954718699510684
1095-WGNGG,0.1321164927815147
2636-SJDOU,0.06979089734547751
1131-QQZEB,0.00582325585631723
5716-EZXZN,0.045343078912285645
6837-BJYDQ,0.11287994552170036
6440-DKQGE,0.09708734922806952
3466-BYAVD,0.11137107289002174
3780-YVMFA,0.2332194138186434
1679-JRFBR,0.14568868153546968
9073-ZZIAY,0.020349034285374865
3077-RSNTJ,0.0626828672303568
6551-GNYDG,0.29655653687461997
2749-CTKAJ,0.06499563351308713
6371-NZYEG,0.08472630476527361
7554-NEWDD,0.05745412841904618
8992-VONJD,0.10226514678723525
4648-YPBTM,0.034237038498143434
2907-ILJBN,0.10589794105522056
6345-FZOQH,0.004002305193163348
5997-OPVFA,0.02163282496531597
1159-WFSGR,0.05541751516496297
7654-YWJUF,0.11945381380688476
6727-IOTLZ,0.1070593540070427
5918-VUKWP,0.03533157180112646
1744-JHKYS,0.13079545679528876
5947-SGKCL,0.4079011792404175
3712-PKXZA,0.015539982808281897
6582-OIVSP,0.3772190550155097
5524-KHNJP,0.10130158696066265
4827-USJHP,0.26964055168751805
8167-GJLRN,0.4500149572519928
0956-SYCWG,0.103126744513336
8017-UVSZU,0.1588945306102928
7100-FQPRV,0.07939211333652331
2984-RGEYA,0.004190286712915075
9680-NIAUV,0.04916762302524636
2146-EGVDT,0.005493108403350995
2604-IJPDU,0.4842855942841179
9178-JHUVJ,0.01453346556058965
6168-YBYNP,0.3543152412469379
7255-SSFBC,0.02077282879397185
3645-DEYGF,0.05962319329745189
9323-HGFWY,0.24977619337508122
8544-GOQSH,0.39475591207468047
3363-DTIVD,0.018882589791794004
7018-WBJNK,0.2311282226206728
9142-KZXOP,0.17241567456789095
7674-YTAFD,0.169723674949769
6348-SNFUS,0.012727439985013668
1347-KTTTA,0.12231337856379845
7157-SMCFK,0.0010669194890069655
4709-LKHYG,0.06694021481078317
0699-NDKJM,0.1644457806937106
9286-BHDQG,0.006314383766453907
0230-WEQUW,0.019459813640588876
2040-LDIWQ,0.03810064346844694
4443-EMBNA,0.005556677640356135
6469-MRVET,0.2626581083826359
5961-VUSRV,0.11485481855496178
6778-JFCMK,0.22400583515579722
6341-JVQGF,0.13469321798019723
4811-JBUVU,0.3974464812539156
0945-TSONX,0.0439216105102238
2651-ZCBXV,0.06065582231383727
3316-UWXUY,0.13565062418849314
7083-MIOPC,0.002549936039982298
1984-GPTEH,0.12881166339096742
0621-JFHOL,0.14343875944001358
9227-UAQFT,0.03231689117531066
7301-ABVAD,0.01817392799627019
6614-FHDBO,0.043561134739774764
7576-ASEJU,0.08281400450172728
9058-HRZSV,0.17587877809827582
4522-AKYLR,0.4408214746719239
0303-UNCIP,0.10025723818674623
0959-WHOKV,0.25878615273858313
4075-JFPGR,0.19774902927570354
3282-ZISZV,0.11075029324892048
3675-YDUPJ,0.20442822412701975
4111-BNXIF,0.04612335277590143
7017-VFHAY,0.012489682096108545
6655-LHBYW,0.10538727906937854
5046-NUHWD,0.4100201492486429
7529-ZDFXI,0.4179309370097244
7605-BDWDC,0.051923658208666595
1950-KSVVJ,0.16689665760212288
0123-CRBRT,0.022839135775172652
6292-TOSSS,0.010314723500488081
3197-ARFOY,0.42614892908442675
7014-ZZXAW,0.0069342972702021045
7633-MVPUY,0.01881226510099199
3179-GBRWV,0.2944885610869331
4130-MZLCC,0.32301737461723623
0314-TKOSI,0.23551064249737033
8229-MYEJZ,0.34640674491835743
2080-SRCDE,0.08203303263934167
9577-WJVCQ,0.038233455020573036
6202-DYYFX,0.35350060824060436
3808-HFKDE,0.358402360081062
3727-OWVYD,0.05033463255026795
2294-SALNE,0.2028388194962533
1563-IWQEX,0.14232651421496198
8203-XJZRC,0.2082401401224178
6556-DBKZF,0.010696352473898229
2985-JUUBZ,0.15491427932090668
0895-LMRSF,0.2290888245810911
8181-YHCMF,0.01987421692230342
2240-HSJQD,0.12585834659173034
1248-DYXUB,0.002893089432978599
4115-BNPJY,0.06795035337349056
3167-SNQPL,0.23509155667757886
4091-TVOCN,0.09369524344004665
1098-TDVUQ,0.28636567025566856
7277-OZCGZ,0.40469525124650363
1557-EMYVT,0.06556579788817143
5027-YOCXN,0.12071555507753312
3973-SKMLN,0.0036501317918318137
6745-JEFZB,0.43417217747141773
9880-TDQAC,0.037617570395188815
7102-JJVTX,0.16645000816949396
8626-PTQGE,0.016025572801757766
4983-CLMLV,0.3358275691307554
5697-GOMBF,0.20501566358124515
9385-EHGDO,0.006702639018122121
9498-FIMXL,0.13355291032415081
2379-GYFLQ,0.2292298388315615
2088-IEBAU,0.02800460596011041
7982-VCELR,0.40872573215002034
6035-BXTTY,0.11621935079442398
6885-PKOAM,0.013866348857189115
7520-HQWJU,0.021012731242528407
9639-BUJXT,0.008769025050726229
5924-SNGKP,0.03033091157466007
8966-SNIZF,0.003948761816366749
4654-DLAMQ,0.08466898902223982
0513-RBGPE,0.039115113684405484
5160-UXJED,0.13709763922565255
3351-NGXYI,0.40518980006431204
8984-EYLLL,0.12265253041005758
9833-TGFHX,0.2787168589629375
9294-TDIPC,0.050162413270104324
5229-DTFYB,0.10574863591415057
0104-PPXDV,0.03516151099590903
5176-LMJXE,0.01263324888565384
3583-KRKMD,0.405647051420257
9069-LGEUL,0.27536944157858945
7302-ZHMHP,0.21354794439469568
9571-EDEBV,0.17959266810396704
3520-FJGCV,0.012306445152108814
6563-VRERX,0.041156610823755796
6122-EFVKN,0.040025017034764486
2805-EDJPQ,0.16425717331921105
6862-CQUMB,0.3926962942794239
7156-MXBJE,0.08234679117675765
6158-HDPXZ,0.47793765314113457
2863-IMQDR,0.023700945582889796
5686-CMAWK,0.3317556899921335
5651-CRHKQ,0.16948185276965683
8204-YJCLA,0.021818381440998704
6583-SZVGP,0.16180769919494503
1708-PBBOA,0.09820922190681479
8782-LKFPK,0.4067548658198041
5522-JBWMO,0.1607832965952676
9774-NRNAU,0.4032285733132187
9967-ATRFS,0.10842242399416052
2977-CEBSX,0.019502589376054567
0177-PXBAT,0.4849825202188848
2519-ERQOJ,0.3851808589126026
5876-QMYLD,0.06417996188061945
2277-AXSDC,0.03509471567832767
9442-JTWDL,0.07509656560227952
3067-SVMTC,0.014447464905947584
5495-GPSRW,0.0395896777111822
7606-BPHHN,0.003540611877189731
4742-DRORA,0.1703850437534631
0111-KLBQG,0.21846364938737264
4163-NCJAK,0.04831195922793377
5973-EJGDP,0.2812809884297462
1996-DBMUS,0.31750673917558186
7916-VCCPB,0.16852453313833743
4686-GEFRM,0.05992821366436295
5249-QYHEX,0.007500672401050202
2233-FAGXV,0.12277339545500086
7663-ZTEGJ,0.19406360098464676
3935-TBRZZ,0.03556361466128028
8111-BKVDS,0.2981632323420269
2055-SIFSS,0.12073181783128724
2806-MLNTI,0.3312605851799914
8734-DKSTZ,0.38047405345354846
6152-ONASV,0.01978949981129349
7781-HVGMK,0.01805387245856456
2181-UAESM,0.34830254000503763
6048-NJXHX,0.027672078884594043
2320-SLKMB,0.2888499922038601
4980-URKXC,0.0363774302723037
4376-KFVRS,0.051932107155602245
5886-VLQVU,0.44975976451875377
3577-AMVUX,0.3008435019488358
0771-WLCLA,0.3315545831907261
5628-RKIFK,0.26271108121540027
0206-TBWLC,0.18294929955903388
2937-FTHUR,0.10246099016812141
1910-FMXJM,0.42679718973879305
0732-OCQOC,0.01823865206438333
5168-MSWXT,0.47124223133635834
1090-ESELR,0.02631843620933524
8592-PLTMQ,0.012297301825130648
5760-WRAHC,0.20931138842878064
8847-GEOOQ,0.15130900816632745
4785-FCIFB,0.0082870069901529
5149-CUZUJ,0.2219310205824119
0942-KOWSM,0.06530909457646515
4237-CLSMM,0.24308618026662876
4719-UMSIY,0.04798472919272697
6614-VBEGU,0.3967122240876199
1480-BKXGA,0.06471820700987489
2996-XAUVF,0.015769514636608514
9076-AXYIK,0.1011033497243083
5968-XQIVE,0.1879537779769628
8896-RAZCR,0.0098522228643078
4933-IKULF,0.07222126134848107
4104-PVRPS,0.12697334737780974
3780-DDGSE,0.10310459066486204
4431-EDMIQ,0.1476061350079389
0486-LGCCH,0.012758048584423545
5168-MQQCA,0.15998610339101035
7971-HLVXI,0.01588395061450499
3649-JPUGY,0.025065961258671617
4472-LVYGI,0.22702001765432084
3552-CTCYF,0.03508677377177477
5756-OZRIO,0.062484197107851566
6579-JPICP,0.20831533349687284
4134-BSXLX,0.10635288415229532
0505-SPOOW,0.004009999495558312
4374-YMUSQ,0.15976187118030308
4513-CXYIX,0.04123705334047371
3957-HHLMR,0.0322727340657501
7803-XOCCZ,0.044757383147956124
5736-YEJAX,0.012928621382008629
8981-FJGLA,0.290491950673357
1135-LMECX,0.21390554887290292
4332-MUOEZ,0.1943972441711115
8535-SFUTN,0.33323363811720036
8677-HDZEE,0.2993706149639664
2475-MROZF,0.2666616486247604
3482-ABPKK,0.050849198691244046
7531-GQHME,0.12406030664409043
5174-ITUMV,0.0840681254043305
4109-CYRBD,0.42292598483663374
0913-XWSCN,0.08448152418291227
0750-EBAIU,0.11972615391955677
8606-CIQUL,0.014240698380750778
3571-DPYUH,0.039973284917664144
7601-GNDYK,0.004392981272964608
0356-OBMAC,0.09028285243470954
8067-NIOYM,0.009571892442305174
1403-GYAFU,0.0008081490789932273
1297-VQDRP,0.04893397533854404
0621-HJWXJ,0.24452038172033644
5844-QVTAT,0.09988444175117552
8905-IAZPF,0.13663345327497148
5394-MEITZ,0.03499201542125387
6859-QNXIQ,0.014930409095566838
2782-LFZVW,0.4896416296362211
2866-IKBTM,0.21375223646021962
7129-AZJDE,0.09407877745936104
2560-PPCHE,0.14318393554066952
4676-MQUEA,0.23565627475725476
8138-EALND,0.12342942628471884
3580-HYCSP,0.019391749470118638
1352-HNSAW,0.014973220005321445
2075-PUEPR,0.0018376660594024486
1982-FEBTD,0.013639076074484098
5791-KAJFD,0.08030514281986935
2654-VBVPB,0.21552418455027728
1154-HYWWO,0.04237288746877951
3716-UVSPD,0.45418095969148514
6815-ABQFQ,0.2790374852565004
7343-EOBEU,0.37973116432048937
3701-SFMUH,0.11312550799075696
6103-LIANB,0.03594627784903819
7319-VENRZ,0.3026560191413919
5846-NEQVZ,0.010526722522642775
6967-QIQRV,0.1111041918707802
5781-RFZRP,0.009740563626622388
0308-IVGOK,0.22262130497836624
7293-LSCDV,0.0018915507927544548
7025-WCBNE,0.023730713324115197
5756-JYOJT,0.1434716431442273
9548-LIGTA,0.02062425681902427
5150-LJNSR,0.08202153034801964
2640-LYMOV,0.2686757671848903
1423-BMPBQ,0.10889767121619588
2393-DIVAI,0.2671158523006364
4568-KNYWR,0.020639366644968054
8752-IMQOS,0.1293685505974436
0742-LAFQK,0.07510562886907103
0795-LAFGP,0.022432623077650538
0619-OLYUR,0.053722295869174444
5512-IDZEI,0.0441182274102819
0459-SPZHJ,0.02429674652083767
0215-BQKGS,0.2597437058777597
9244-ZVAPM,0.3691892324904179
8208-EUMTE,0.06815573238644475
5172-MIGPM,0.37453213744084835
1710-RCXUS,0.21980600184893
0374-FIUCA,0.006261557406835636
5839-SUYVZ,0.3864910513768827
5173-ZXXXL,0.11763463021655311
1096-ADRUX,0.03644967850306998
2001-MCUUW,0.118842527025077
2731-GJRDG,0.2750745727591483
4723-BEGSG,0.01390293807090891
6516-NKQBO,0.03195348234030262
8672-OAUPW,0.024620883390835322
8207-DMRVL,0.010027386642872138
2804-ETQDK,0.0008732090432193834
6689-VRRTK,0.24181947846326948
7138-GIRSH,0.027387179019795375
9396-ZSFLL,0.3153053454358506
6464-KEXXH,0.4630122715233949
7134-MJPDY,0.15034111854289947
5240-CAOYT,0.13585926200744383
4881-JVQOD,0.2702874617443071
0516-UXRMT,0.129472034278411
4851-BQDNX,0.11458847405528555
5148-HKFIR,0.028297413223707376
6797-UCJHZ,0.16290476678721183
2469-DTSGX,0.06680711310462108
9931-KGHOA,0.10861260681233807
1775-KWJKQ,0.013607432342717428
7665-VIGUD,0.08503117449369871
9411-TPQQV,0.10367669798216385
7954-MLBUN,0.11074903487438367
2077-DDHJK,0.008996670297493625
9574-BOSMD,0.0014498788762392484
4908-XAXAY,0.18645033033035815
8404-VLQFB,0.11024631744392814
2391-IPLOP,0.1390033813626467
3509-GWQGF,0.331368824637713
5845-BZZIB,0.004378087850503877
1140-UKVZG,0.1561652626481338
8100-PNJMH,0.02229980373522905
7838-LAZFO,0.07374134559402999
2085-JVGAD,0.0633128318045799
8095-WANWK,0.29480646451293796
3030-ZKIWL,0.20813991340886018
9565-FLVCG,0.02457290391311307
8755-OGKNA,0.0017350580314624234
5533-RJFTJ,0.1494089250232108
0214-JHPFW,0.02041156015912052
5642-MHDQT,0.025938036109897533
3088-FVYWK,0.0024657499124288813
9092-GDZKO,0.15339297589086265
3729-OWRVL,0.08544013203165376
2324-AALNO,0.02458247013146639
2826-UWHIS,0.29362026606844954
7501-IWUNG,0.03448374386462011
4957-TREIR,0.2966161414683292
7251-LJBQN,0.2856967944458977
1536-HBSWP,0.46338367419626936
5313-FPXWG,0.030216645915856297
0946-FKYTX,0.04738094122453507
5076-YVXCM,0.24863427064173615
8262-COGGB,0.27805285223579934
6663-JOCQO,0.12370184324968947
9620-QJREV,0.015618343069768387
2682-KEVRP,0.08322596376710573
2480-JZOSN,0.3378601271521437
0078-XZMHT,0.03205113307861674
9978-HYCIN,0.06898851021544408
8338-QIUNR,0.011292608642588707
1525-LNLOJ,0.03942615749907288
9450-TRJUU,0.45542973024817096
6942-LBFDP,0.27601581853748863
1456-TWCGB,0.32164305844587315
7596-ZYWBB,0.008045711008525837
8329-UTMVM,0.37871155102967513
3014-WJKSM,0.425930436532117
3347-YJZZE,0.09919968805879335
7929-DMBCV,0.4681356436975838
9661-JALZV,0.0097472709552697
5433-KYGHE,0.15391534006645793
4312-KFRXN,0.004981475648203257
5575-TPIZQ,0.28084289741843943
0114-IGABW,0.01981895696439048
9944-AEXBM,0.49005691525812156
1853-ARAAQ,0.4062842144875158
6952-OMNWB,0.22376868846464595
4697-LUPSU,0.14543799452767056
8434-VGEQQ,0.0051009891029107045
6549-YMFAW,0.2763136760258452
4950-HKQTE,0.035968885057845124
6786-OBWQR,0.45197761483734455
2753-JMMCV,0.019418264523874795
6621-YOBKI,0.18019574869943106
1216-JWVUX,0.2205566222607294
7564-GHCVB,0.028534223155515143
7595-EHCDL,0.09956566224590473
6647-ZEDXT,0.24365277363480367
2521-NPUZR,0.019223107670286163
1307-TVUFB,0.3602148805691622
7503-MIOGA,0.026361362812030057
4381-MHQDC,0.025110338030920238
4018-PPNDW,0.012318145711162192
1635-FJFCC,0.3960181235242968
2499-AJYUA,0.07828837145678913
6919-ELBGL,0.06262263311170255
6425-JWTDV,0.010004326188982275
8405-IGQFX,0.08849057702999996
8224-IVVPA,0.16935573623072459
9477-LGWQI,0.019375662738616052
1410-RSCMR,0.09896323916520419
3115-CZMZD,0.06428241716055953
5730-DBDSI,0.003586013686547134
0030-FNXPP,0.19920894138356493
5684-FJVYR,0.03100983724016411
4013-GUXND,0.2085159469661531
1266-NZYUI,0.009154162396174009
7969-FFOWG,0.004787837553262649
5175-WLYXL,0.501120280785373
7817-OMJNA,0.07297264311866793
8728-SKJLR,0.2853388684786913
3137-NYQQI,0.13813828076338613
7706-DZNKK,0.1781167926373747
8823-RLPWL,0.06989489590117821
9505-SQFSW,0.2246170489491448
3758-CKOQL,0.11191770688307959
5676-CFLYY,0.01758551121694956
7521-AFHAB,0.1363957300157903
0285-INHLN,0.04913469651665421
5125-CNDSP,0.02376897099364856
4992-LTJNE,0.010607700202094431
2202-OUTMO,0.1737421140568955
0810-BDHAW,0.2342149430071507
0229-LFJAF,0.006451734379020947
7131-ZQZNK,0.01983810825169357
3442-ZHHCC,0.034720845276807966
5726-CVNYA,0.08494967568188018
9871-ELEYA,0.023638364188283363
4257-GAESD,0.5031010296514318
5173-WXOQV,0.4486589408574254
2040-OBMLJ,0.15870505284029107
6286-ZHAOK,0.06839747706713918
3807-XHCJH,0.10270819358072013
5671-RQRLP,0.060191918167645124
8859-AXJZP,0.030178060767627597
3174-AKMAS,0.03598773660811048
9926-PJHDQ,0.044305305028942955
7382-DFJTU,0.1636525780395701
2798-NYLMZ,0.052131062751873604
8098-TDCBU,0.02631756329595217
3551-GAEGL,0.09161425919172711
4785-NKHCX,0.1963647432826948
0036-IHMOT,0.05025880099194156
4178-EGMON,0.02614521287524341
4220-TINQT,0.4277884054251134
5318-YKDPV,0.03915740153955768
7975-TZMLR,0.35801229122463485
0295-QVKPB,0.37294180449542097
4335-BSMJS,0.008148275335653939
9146-JRIOX,0.06086862427621705
5337-IIWKZ,0.11790911706706786
9650-VBUOG,0.00474658337037129
3487-EARAT,0.015604413733495477
2672-TGEFF,0.25961188084211045
4250-WAROZ,0.10301505930477813
8184-WMOFI,0.02154965446565842
6092-QZVPP,0.1378111003030238
4625-LAMOB,0.008414679826502163
0392-BZIUW,0.07078468603499696
6549-NNDYT,0.3615660129919078
0422-OHQHQ,0.08990172069188183
6916-HIJSE,0.016051278154389417
2316-ESMLS,0.14554619059519905
9778-OGKQZ,0.02057705011582649
7408-OFWXJ,0.013975336129303058
6007-TCTST,0.01557257221710384
2252-NKNSI,0.031841351971921804
8713-IGZSO,0.2554450130740747
7905-TVXTA,0.387872424967607
7695-PKLCZ,0.00302044109071812
8374-UULRV,0.010002360846424538
3224-DFQNQ,0.06995023915012588
5275-PMFUT,0.017250823682526624
4795-UXVCJ,0.03809125915227522
9777-IQHWP,0.01217619712217479
0979-MOZQI,0.02902833872906987
2732-ISEZX,0.25034744987371643
0323-XWWTN,0.028349751716648643
1937-OTUKY,0.04600057959648781
1573-LGXBA,0.05292488187430378
1764-VUUMT,0.0007544186397277289
4713-ZBURT,0.035761300832597154
7876-AEHIG,0.052083858530212725
7945-HLKEA,0.03171573383942956
9342-VNIMQ,0.2302513264900752
3523-BRGUW,0.042042149494442
3199-NPKCN,0.18435453192054677
5170-PTRKA,0.05012105566147018
4661-NJEUX,0.27780881948524405
1258-YMZNM,0.37844745182661266
0048-LUMLS,0.06893816376533327
5898-IGSLP,0.10972936645520934
6259-WJQLC,0.4440168812883136
7997-EASSD,0.10301888984613955
0730-KOAVE,0.3621388517105155
8975-SKGRX,0.06096976735475185
0678-RLHVP,0.137149287540603
2267-FPIMA,0.2825489102814109
1051-GEJLJ,0.20601955913406877
5285-MVEHD,0.15609836106114264
0379-DJQHR,0.01493073838855176
0297-RBCSG,0.15211275691341294
4694-PHWFW,0.045813155372330265
0835-JKADZ,0.09110351099252066
3865-YIOTT,0.04315999991964161
5993-BQHEA,0.06982527262276662
6024-RUGGH,0.0018002280330964503
3956-CJUST,0.3772244797495245
4079-WWQQQ,0.015800906066730035
5149-TGWDZ,0.33871020755882597
7471-WNSUF,0.018020528737240103
8942-DBMHZ,0.13897776241862944
9199-PWQVC,0.06590018923509793
4824-GUCBY,0.3568484406516779
5393-HJZSM,0.032118164669553396
0862-PRCBS,0.018669623386346763
8812-ZRHFP,0.1095301021639136
5146-CBVOE,0.39905221218168024
0454-OKRCT,0.05958423384518458
5787-KXGIY,0.00301280225739911
4198-VFOEA,0.18188780380944436
5709-LVOEQ,0.1603787603244939
2692-AQCPF,0.16771553753576457
0347-UBKUZ,0.12749207760429934
0835-DUUIQ,0.05008260198123359
0811-GSDTP,0.14531588449266675
7567-ECMCM,0.4474667159678162
6115-ZTBFQ,0.014559880085379104
6353-BRMMA,0.11586287551154978
6231-WFGFH,0.093882863238826
9904-EHEVJ,0.27560945323887553
6169-PPETC,0.004495402819650408
8467-WYNSR,0.11073897472948795
0851-DFJKB,0.19465645870836942
3261-CQXOL,0.001341045422465733
8388-FYNPZ,0.33333413195033157
4002-BQWPQ,0.1576005450516329
5651-YLPRD,0.23047643159745887
2826-DXLQO,0.404801607791161
4378-BZYFP,0.09115866187982233
9489-UTFKA,0.35371465795424956
4849-PYRLQ,0.017616325253406305
7764-BDPEE,0.05482314105941045
3429-IFLEM,0.006250037226568277
5002-GCQFH,0.32916280789928315
0556-FJEGU,0.01493768476412515
0604-THJFP,0.02926988440338658
6461-PPAXN,0.07133088999339021
3318-ISQFQ,0.14696676739110315
1106-HRLKZ,0.0035289744323501026
2483-XSSMZ,0.08530330843815673
8165-ZJRNM,0.0012465171176821712
2604-XVDAM,0.2798699693642525
3717-OFRTN,0.20955026627180948
9046-JBFWA,0.019374421535850055
3280-NMUVX,0.034495581631885625
1206-EHBDD,0.03823792300171657
8361-LBRDI,0.006578199711181042
4883-KCPZJ,0.00986390216737734
9108-EQPNQ,0.016552848946157158
7277-KAMWT,0.0326409795769812
2545-LXYVJ,0.0035809716645840875
3234-VKACU,0.4495623345596176
8120-JDCAM,0.32412463629100774
8917-FAEMR,0.013530981074235145
7047-YXDMZ,0.09711942292909224
2858-EIMXH,0.2992747945107743
6419-ZTTLE,0.12875748314028085
0929-HYQEW,0.3486192584490217
6614-YOLAC,0.012979899793168409
4065-JJAVA,0.4306592915494138
7649-SIJJF,0.016292065942004146
9361-YNQWJ,0.01793373341219998
9391-TTOYH,0.12983541775633078
1452-XRSJV,0.024044119853597203
3422-WJOYD,0.06095470505282927
7460-ITWWP,0.4819632175501129
7147-AYBAA,0.3141898006164132
7868-TMWMZ,0.06657067366055824
6732-FZUGP,0.1324832781907991
8329-GWVPJ,0.0845102117754932
1352-VHKAJ,0.09116141915711146
2632-TACXW,0.00795984204854194
8146-QQKZH,0.012470250256112052
1767-CJKBA,0.005173196547862074
6445-TNRXS,0.016460207217233534
4869-EPIUS,0.2160440756558065
1915-OAKWD,0.09872561881092942
7296-PIXQY,0.24479042352195643
3354-OADJP,0.10606606294360588
3524-WQDSG,0.2285158577062315
0810-DHDBD,0.03627181057483138
4026-SKKHW,0.3605396271598933
2829-HYVZP,0.05506899855130385
3845-JHAMY,0.19001066241215367
7013-PSXHK,0.14994598547543345
3486-NPGST,0.028877499028440265
6100-FJZDG,0.07915175823494652
4829-ZLJTK,0.11449501888387645
1730-VFMWO,0.1314746559887436
7143-BQIBA,0.2010200700516209
3800-LYTRK,0.08550121679638979
9646-NMHXE,0.010689840157513885
7030-NJVDP,0.44499851870562424
8883-GRDWQ,0.0718080198638047
7771-ZONAT,0.10148086552681582
2111-DWYHN,0.2086665004279283
4194-WHFCB,0.07958926211308627
4121-AGSIN,0.025897969188914613
9845-PEEKO,0.06372750264561468
0455-XFASS,0.4127577159717025
0301-KOBTQ,0.023637251890754742
4367-NUYAO,0.02800215682163619
9170-ARBTB,0.016233658151229912
7241-AJHFS,0.21500744815868225
9036-CSKBW,0.155122059297727
5832-TRLPB,0.155340041769623
8590-YFFQO,0.005469649848179366
8659-IOOPU,0.010783157965243548
1338-CECEE,0.12742294954006866
4646-QZXTF,0.32030343157823726
9742-XOKTS,0.01676512565743147
6921-OZMFH,0.17928235620172453
9578-FOMUK,0.08462857020510266
4712-UYOOI,0.046837394059957696
7722-CVFXN,0.0874984760716512
8717-VCTXJ,0.03159740789584139
4159-NAAIX,0.07101182977226486
0971-QIFJK,0.005922141354310652
9397-TZSHA,0.004059771134045054
3391-JSQEW,0.1748852187113331
0343-QLUZP,0.012562458927091163
2176-LVPNX,0.013938194460247407
1271-UODNO,0.039520912441529124
8461-EFQYM,0.07140935364953478
6900-RBKER,0.09965115788412227
6891-JPYFF,0.1210433054937863
1459-QNFQT,0.014951250298110603
1047-NNCBF,0.34450843726654223
3696-XRIEN,0.06945950886174616
0074-HDKDG,0.13166660940673086
8791-GFXLZ,0.3364212805934458
9330-DHBFL,0.1075517915130191
0098-BOWSO,0.140961474188781
3452-ABWRL,0.36527148663250314
5859-HZYLF,0.00839442741301057
3156-QLHBO,0.056998184907119435
2208-NQBCT,0.11745093918597434
1779-PWPMG,0.06595889619250661
6621-NRZAK,0.001141799043656946
0831-JNISG,0.0008826011213035025
0774-IFUVM,0.1745169038915136
3082-WQRVY,0.09812571145769847
9553-DLCLU,0.07520181001070528
1641-BYBTK,0.06877348722945033
2460-NGXBJ,0.3279192324785861
2446-ZKVAF,0.2991273911976119
3522-CDKHF,0.3367892530551812
1430-SFQSA,0.06739928732308835
8807-ARQET,0.28151221598452225
8992-CEUEN,0.2704691719195867
4320-QMLLA,0.3666350359347977
